text,username,city_request,city_provenance
I'm planning to visit the Giant Causeway on November 10. I read the visitor center isn't worth it but on the website it says it is closed on November 10. Would I be able to park in the lot for free that day since there is no access to the center and no way to buy a ticket on the website?  Also is there another location for public toilets? We will be driving from Belfast and will want to use the toilet before heading to the causeway and back to Belfast. ,Aventure Travels,Bushmills,New Jersey
Slightly older ravers into disco soulful funk and house music for Saturday night - looking for recommendations for a happy crowd where the musics everything ,Simon Judson,Newcastle upon Tyne,"Long Eaton, United..."
Visiting London for the 3rd time first week of November and will have 2 full days to explore it on Sunday & Saturday.    First time over 3 days I did Houses of Parliament Westminster Abbey Tower of London Buckingham Palace Park of St.James area around Big Ben Trafalgar Square London Bridge (walk over and inside) Moulin Rouge show Piccadilly Circus some shopping on Regent walked South Bank Soho didn’t do London eye but of no interest.    Had a couple of things on my list left and when visited 2nd time didn’t do any of it instead just walked through the same places and went to see Hamilton show & walked Financial district did the Garden view on 120….    I feel like I need to be serious about this trip this time as I feel it’s probably last one for quite some time. What other things you would recommend for me to check out. I am young energetic solo female traveler. I prefer outdoor things given the time constraints as I feel I cover more things vs let’s say National Gallery where I will be stuck for a day to explore… unless of course something iconic like Buckingham palace that I missed. I don’t mind maybe seeing another show or maybe experiencing something like stadium or that huge cinema? What is out there else that I can do to wow myself. 😊    I used to have on my list that I didn’t do the following: St.Paul’s Cathedral View from Shard (but too pricey for what it is) Cable Car (nothing special but for view could consider) Change of Quards (but will eat too much time for what it is) stopping at the National Gallery for 2-3 hours. None of it seems as exciting though…. I do like to walk around to feel culture but I felt like I did a lot of it my 2nd trip. Perhaps specific neighborhoods/places to walk.    Would be very happy to hear your suggestions. ,InfinitSilver,London,Canada
We're planning to attend the Lord Mayor's Show on Nov 11 - does anyone have particular advice or experiences to share? I did find this useful link:  https://lordmayorsshow.london/practicalities/where-to-go  One thing I'm particularly wondering about is whether the return procession is equally fun/lively as the outbound or if the performers generally are worn out by then (i.e. is it worth dealing with more crowds in order to get the full experience). Thanks for any advice!  . ,Julie K,London,"Seattle, Washington"
Hi we are visiting in our half term and would be interested in going on a fossil hunt with a guide. (Public group not private)  We are staying in Mundesley but have a car so can travel. Can anyone recommend a group or company I can get in touch with? I’ve asked at Cromer Museum but they don’t do them. Years ago we went on one at West Runton but I can’t find that one anymore. Thanks I’m advance 😀 ,HonestReviewerDerby,Norfolk,"Derby, United..."
I am looking to pre book london eye tickets for next sunday arnd 6pm and i see 2 option standard 40 and fast track 60. Is the fast track worth the 20 extra or line are normal around this time of year. ,Crana,London,
Hi all. Trying to find a restaurant in York. It's on Coppergate along from Pavement Vaults and before you turn down towards Fenwicks. Think it's either a Mediterranean or Italian. Anyone know the name please. TIA ,enjoysthesun,York,Newcastle upon...
Do the stores at Camden Markets take mainly credit cards or should we bring cash?  Thank you. ,bowfant,London,"Reno, Nevada"
Looking to rent an Airbnb or something like that for at least a month in July/July 2024 for 2 people. How early is too early to book something like that? Airbnb alternatives? Any location suggestions (we won't have a car)? ,David G,Edinburgh,"Pearland, Texas"
Has anyone had luck getting walk-up tickets to Sky Garden? Their website makes it sound like it’s possible (although certainly not promised) but I’m not sure how much of a long shot it is. We’d be trying on a weekday in November so presumably not a particularly busy time. ,Julie K,London,"Seattle, Washington"
Does anyone know if it's possible to walk from the Ibis budget Hotel on Palma Ave Manchester Airport TO Terminal 2? If so which route is best?  Please and thank you in advance. ,PigginUp,Manchester,"Dewsbury, United..."
Hi I’m looking for a recommended company to hire a motorhome and suggested route for a weeks holiday next summer. This is for a family with kids. Thank you ,Lucy R,Scotland,
We will be staying minutes away from Paddington Station in London. We want to take the National Express Bus to Southampton. Does it make more sense to take the Heathrow Express from Paddington to Heathrow and then catch the direct bus to Southampton or pick up a direct bus from another station in London? It does not appear that we can pick up the express bus with direct routes from Paddington to Southampton.  Thank you in advance for your guidance:-)  Teresa ,BeachMtnDesert,Southampton,"Tucson, Arizona"
Hi there  I am a 62 years old UK citizen with expired UK passport residing in Australia.    I am planning a trip to UK in May 2024 for 2 weeks.    I heard you can get free travel in all public transport in UK if you are over 60 year old.    Does it apply to non resident like myself. If it does how to apply ?    Do I need to spend $$ to renew my expired UK passport as I am planning to enter UK using my Australian passport in May 2024 ?    cheers  Eric ,Eric T,,"Minto, Australia"
Hi Everyone I'll be in Paris late June and want to take a train to London (2 hrs.) and spend the day walking around taking in a few sites like Big Ben and the London Bridge. A few other things to do would be viewing Buckingham Palace and partaking in afternoon tea (the proper way). Afterwards we will return to Paris by train. Advice would be appreciated on geographic tourists sites and so forth and will it be possible to do my bucket list items on my timeline. Thank you. ,SuzannaLove,,"Atlantic City, New..."
Struggling to find good reasonable hotel 11/4-11/12. Typically staying at Doubletree Docklands for work but it’s so inconvenient trying to travel for sightseeing plus prices are through the roof this time. Need to commute daily to Canary Wharf and would love a hotel that is on Elizabeth line or others that will bring me quickly to work location but yet convenient for commuting to central places like Piccadilly etc. ,InfinitSilver,London,Canada
My family is visiting London for a week - it’s me my partner and our 7-year-old. Our criteria for a hotel is 1) as nice as we can get but within our specific budget 2) central and on the tube and 3) 2 real beds not a sofa bed.    We’ve narrowed it down to Sea Containers London and the Pan Pacific London. Sea Containers is in Southwark near the Tate Modern. It’s a little cheaper than the Pan Pacific and includes breakfast but has a smaller room and is a little further from the tube.    Pan Pacific is near Liverpool Street station and has a nice big room but it seems like maybe a not as nice area perhaps with some dodgy areas nearby.    For a family looking to do some usual touristy things and visit friends in Hackney which hotel of the two would you recommend?    And please don’t suggest renting an apartment. We have been burned by Airbnb and VRBO descriptions and flaky hosts and we’d rather have the comfort of a hotel. ,ec0820,London,Los Angeles
Has anyone used Luton Airport this week?  I just received an email from my airline suggesting that I arrive three hours before a flight due to upgrades in the security area.  I'm flying tomorrow around 1400.  Any updates would be great. Thanks.  (Please only respond if you can answer my question) ,Stuart,London,"Aberdeen, United..."
Hi    What hotels are close to T3 ?    Happy to walk up to 15 mins to get from hotel to T3 ,justusmadpeople,Hounslow,"Chichester, United..."
We are a family of four with two children and staying in Manchester from 24th to 27th December.    What hotel would be most festive during this time for Christmas for the children? Any recommendations on where to eat santa etc?    Also is there anything to do on Christmas day? Entertainment for children or music?    Thank you so much for your help in advance!!    Caroljne ,Caroline M,Manchester,"Belfast, United..."
is the car park at sandy lanewhich gives access to the dunes and beach about half way along open and are there any parking charges ,dick s,Braunton,"London, United..."
Hello    I was wanting to make the most of the good weather tomorrow and get somewhere outdoorsy for the day from Glasgow. I don't drive so anything by train or bus and up to an hour or so each way. Either a nice hill or Loch walk or even just a nice beach to go to. Any suggestions appreciated.    Thanks  Kate ,Kaitlyn,Glasgow,
Hi all  Does my bus pass (issued by my local council) enable me to travel free on London busses?  Many years since I have done this and the one off occasion will arise in January  Many thanks ,taurean_traveller122,London,"Corringham, United..."
Hi    I am going to London and need to know the best way to get to the InterContinental Hotel 02 (or 02 arena they are next to each other) from Heathrow airport terming. 2 with luggage. I am confused as to what places have stairs lifts etc. I can use an escalator (I think). However due to Winter I will have 1 med/lg. suitcase and a carry on. Any help would be very appreciated. ,TrishafromHB,London,Huntington Beach...
Hi Ive got a half day i can allocate to some charity shopping on an upcoming trip.  We are staying at Waterloo / Southbank.  I dont want to pay vintage prices so ruled out the trendy Brick Lane or Camden shops.  Im more looking for high end high street / lower end designer. Say up to £50 an item for designer. Im not in the Prada / Gucci league!  My favourite here in Edinburgh i pay between £10 and £20 for quality knitwear jeans etc. Its just so small would love a good rake in a few at once!  Ive watched a few Youtubers and generally get the sense i should head towards Notting Hill Primrose Hill Marylebone Chiswick or Clapham.  Any thoughts? ,Liz H,London,"Edinburgh, United..."
Hi all    Just a few questions and any help would be great.    Coming to a lovely cottage in Portloe for a week from 23rd December we know it’s a small village with one pub and a hotel so know we’re going to have to travel but any help on the below would be great.    Nearest sandy beach  Nearest supermarket  Nearest bigger village with few places to eat  Any farm shops near by  Any costal walks from Portloe village  Any Xmas markets within ten miles or so from Portloe    Thanks In advance going to be a chilled week with the family away for Xmas week but a few pointers would be great on the above. ,tottenhamSurrey,Cornwall,"Surrey, United..."
How busy does it get over Easter and do attractions close on Good Friday and Easter Sunday ? ,Joan H,Scotland,"Saskatoon, Canada"
Hello I was last in London in 2016. We purchased two Oyster cards. My question is do they expire?  Another question what voltage conversion plug would you recommend to charge phone use hair dryer and razor? Last time we bought a plug from our local department store and my husbands razor fried and my cel phone got very hot when charging. Thanks so much for your responses. Looking forward to our next trip in April. 2024. ,Karen P,London,"Langley City, Canada"
Hello! Have got our plans more figured out since my last post - now would love dinner & excursion recommendations and a great place to spend NYE WITH KIDS (13 & 11). We are an active bunch and love sports. Here is itinerary so far:    Dec 17 Sunday - 1pm arrival into London *hotel near Trafalgar Square  LONDON Lions Basketball Game?    Dec 18 Monday - LONDON    Dec 19 Tues - FLIGHT FROM LONDON TO ZURICH 12pm    20 - 26 Dec - SWITZERLAND    Dec 26 Tues - Zurich to Paris    Dec 27 Wed - Paris    Dec 28 Thurs - Paris to London?? TRAIN??    Dec 29 Fri - London *Hotel in Queens Gate Area    Dec - 30 Sat - London    Dec 31 Sun - London    Jan 1 Mon - flight home ,Colleen W,,"Coronado, California"
Hi everyone! I am looking for recommendations for hotels near the tube shops and tourist attractions that are also clean. I'm going to a concert at the O2 and will be there for about seven (7) days. I don't want to spend more than around $300 a night but would like to spend less. I've seen a few places like Club Quarters Hotel Trafalgar Square but not sure if that is the best place to go. Thanks for your help! ,Sassy_Rose72,London,San Diego...
I am hoping to connect on separate tickets from a domestic arrival to an international departure with hand luggage only. The Stansted Airport website says If you are connecting from a UK flight to an international flight you will need to pass through special immigration control points where you may be asked to show your passport.    Does that mean that I do not need to go through security again? It has been a while since I have arrived at Stansted on a domestic arrival so I presume that means that I can make a left turn when exiting the domestic wing and show my boarding pass and passport to the staff member who I recall sitting at the point where most passangers will go right to the domestic baggage belt? If that is correct then that will take me to the departures lounge. Thanks. ,Drumlog,Stansted Mountfitchet,"Belfast, United..."
Hi there my husband and I are planning on a two night stay between Xmas and new year. I feel spoilt for choice on looking at hotels we liked traditional hotels as long as they're not too tired but we also like modern hotels. We appreciate a good breakfast and a nice hotel bar. We intend to do a walking tour and mooch around the shops and probably visit Blenheim palace Im not saying price into taken into account but its not the deciding factor for us. ,holidaychicLondon,Oxford,"London, United..."
Hi I'm an older single traveler going to London 4 nights in November. I am looking for a hotel very close to underground for 1) travel safety at night 2) cut down on walking on old knees 3) cut down on being in the weather. Right now I'm looking at The Clermont Victoria Station at 230GBP/280USD. I'd like something less expensive but that amount is acceptable. All of my days will be spent out and about on first time tourist things and I plan to take underground/walk the entire time so fewer transfers and close to restaurants/pubs would also be a plus. ,susnshine2u,,"Greenville, SC"
Hello    I am looking for most fashionable club/lounge to spend new year's eve party with hubby and friends. We are interested to spend time in good Club with countdown and confetti and music from 80s 90s or latin. Can you recommend me something?    Looking for your reply    Andrea ,andre99_00,London,"Doha, Qatar"
Any experiences of seeing the RWRS as a tourist and not a horse show aficionado?    Not even sure we could get tickets (they go on sale Tuesday) but it seems a fun thing to do. May be a fish out of water experience not sure.    Thoughts? TIA ,fishingcarlos,London,"Alexandria, Virginia"
I’ve got a birthday coming up and am planning to go away with some friends. In the past I’ve enjoyed staying somewhere nice and going to an arts centre / village hall-type gig.  Does anyone know of anything that would fit? Thanks. ,Agnosticus B,Scottish Borders,
We are looking to stay in Portreath mid May. It seems a great location between St Ives and Newquay for exploring the Cornish coast! I have a couple of questions about the area...    1) We are bringing a dog are the pubs/cafes around dog friendly?    2) I enjoy a walk through a village having a nosey in a few shops and stopping for a bit of lunch/coffee does Portreath offer the ability to do that? Is there small shops?    3) Restaurant recommendations are very welcome! ,Lauren N,Portreath,Leeds
Wondering if anyone has any advice for the easiest route to Holyrood Palace from Calton Hill. Google maps gives me lots of options but thinking they could be quite different slopes and such coming from the hill. ,OnAir164898,Edinburgh,
Booking a trip from Liverpool Lime street to Woking on 13th December returning on 17th December.  At the moment only 13th december prices are showing should I book now as single or wait for 17th to come about and book as a return ticket?    Also would it be cheaper to book from Liverpool Lime street to London Euston and then take overground and tube to woking?    Appreciate any advice ,Holiday H,London,
Hi all I know this can't be helped. I arrived in Edinburgh yesterday. Weather wasn't too bad. Only starting to get windy and rainy now. My plan for next week was to take the train to Inverness and then possibly hire a car and drive to Aberdeen. I'm hoping by next week the storm will have cleared up. I'm flying out of Aberdeen so will have to be there for Sunday regardless. The rest I'm really playing by ear. Not sure how scenic the drive will be between Inverness and Aberdeen. I can scrap this and drive around either location instead. None of my plans are set in stone. I can still change substantially particularly if the storm means that's parts of Scotland are still recovering. Any advice on the itinerary would be appreciated.    Although I don't have the time or kit to do a really big hike I would like to spend dome time out doors. Preferably the Highlands close to either Edinburgh Inverness or Aberdeen. But I'm also just as happy visiting some nice smaller town maybe even stating overnight in one. Any suggestions? ,darrenlee9,Scotland,"London, United..."
Hi everyone. Planning to go to Canary Islands. I have to change flights in the Uk (stansted airport). Im flying from Romania to UK and from there to Canary Islands from the same airport. Do I need a visa? I wont leave the airport. Is it enough an ID card. I lost my passport 🙈 ,Gabor Csata,,Sfantu Gheorghe...
My kids have been asking to go to london but the hotel prices with parking during school holidays are crazy.    I was wandering if anybody had recommendations for smaller towns to the north and west that are good for commuting in? I’ll look for air bnbs ,Daniel L,London,"Birmingham, United..."
There are currently five products:    Britain - valid across Britain. This is comparable to the All Line Rover product sold to UK residents but Britrail Britain is much cheaper and better. This product is available for 2 3 4 8 15 22 days and 1 month consecutively) as well as flexi versions (2 3 4 8 days in a month 15 days in 2 months)    England - valid in England only it is essentially 20% cheaper than the Britain pass and lacks the 2-day options but is otherwise similar in validity options.    South West - despite the name not a geographical pass; instead this is valid on all GreatWestern trains and Southwestern Railways with the single exception of Camarthern to Swansea. This includes all trains from London to Portsmouth Weymouth Southampton Bristol Devon and Cornwall Bristol Bath and Wales. Within its validity you are NOT allowed to use it on 'CrossCountry' trains nor local Welsh trains (i.e. those not run by GreatWestern). This is 30% cheaper than the Brit pass again no 2-day options.    London Plus- this covers a generous area of England around London and is very simply 40% cheaper than the Brit pass with ONLY 3 4 and 8 days in 1 month flexi options. The restrictions are based on geography not operator and include an area around London comprising all trains in:    * Oxfordshire  * Bedfordshire  * Hertfordshire  * Buckinghamshire  * Sussex  * Surrey  * Kent  * Essex  * Berkshire  * London  * Hampshire  * the line between Southampton and Weymouth (between Hampshire and Dorset)  * the line between Southampton and Salisbury (Hampshire to Wiltshire)  * the line between Salisbury and Basingstoke  * the line between Reading (Berkshire) towards Taunton but only as far as Bedwyn (Wiltshire)  * the line from Didcot (Berkshire) to Bristol Temple Meads (i.e. the London - Bristol TM via Bath Spa and Swindon line)  * the line from Oxford to Worcester Foregate  * stations between Banbury (Oxfordshire) and Stratford-upon-Avon (Warwickshire)  * the London to Cambridge lines  * the line from Cambridge to Kings Lynn via Ely  * the East Coast Main Line as far as Huntingdon (i.e. not Peterborough)  * the stations from Wolverton (Milton Keynes Buckinghamshire) to Long Buckby (only!) for trains which take the route via Northampton towards the Midlands and NW England    Spirit of Scotland. This is identical to the Spirit of Scotland travelpass freely sold in the UK which is cheaper and has better discounts available so don't buy this one. http://www.railrover.org/pages/spirit-of-scotland-travelpass.html    The available discounts for all Britrail are:    * age 5-15 50% but 1 free with each adult (not 16-25 nor group) or senior pass  * age 16-25 20%  * age 60+ 15%  * group of 3+ age 26-59: 20%    Note that these are considered zonal tickets and it is possible although not necessarily economical to combine them with other tickets beyond their validity. The train does not have to stop at the point where the changeover occurs. For example you could travel to Peterborough using a London Plus ticket from London by simply buying a Huntingdon - Peterborough ticket costing £7.10    In terms of pricing and getting value there are some points to note:    * the 2 3 and 4 day flexipasses cost almost the same per day £70-65. The 8-day pass starts to enjoy a saving at £47 (count 20% 30% 40% cheaper for England SW and London+ respectively  * the passes can be used within London but only on rail services including the Overground and Elizabeth line but NOT any tube services. They are also MUCH more expensive per day than the normal London options so if you are just buying one to travel around London you are likely to be doing it wrong  * the flexi passes are more expensive than the consecutive passes on a per-day basis but are likely to be more economical due to flexibility as for example they are very little value if you are sightseeing in London and if you are not rushing from place to place you may not get much benefit for them either.  * the products with the exception of the Scotland pass (which should not really be purchased as it is rubbish) have no peak restrictions. Peak trains are ruinously expensive for long distances due to them being crowded it is probably a good idea to avoid these trains anyway but they may well be essential for your needs e.g. if you are in York and need to catch a flight in London you don't really want to hang around. This can give absolutely huge savings for the Britrail pass over UK-resident products.    As an example if you were on a trip to London and wanted a sunny day to visit Bath you would be faced with a £69.20 bill for a 'super off peak day return' purchased on the day.    You can reduce this to £58.10 by buying a ticket London - Didcot and Didcot - Bath which would only be valid on trains stopping at Didcot (which is half of them)    If you were to purchase a 'family & friends railcard' costing £19 (current discount) a family of four could do this trip for £20.95 + £17.35 for the adults= £38.30 and 6+4.95 = £10.95 for the children using the Didcot trick. This comes to £98.50 or £49.25 each adult.    Meanwhile a Britrail London Plus would cost $156 (£43 per day) for a 3 in a month cost.    The Britrail pass would be valid at any time whereas the 'Didcot' Bath tickets would not be valid to leave Paddington before 10am on a weekday. If you are determined to leave at 7:30am or whatever you can likely buy an 'Advance' ticket for around £78 return (so more!) minus any railcard or group discount but Advance tickets are quite obnoxious in that it's usual on British railways to travel on any train (as you can with Britrail and whereas from Bath to London they are pretty frequent)) whereas with Advance you must commit to a specific train    As another example London - Portsmouth return would be around £26 on weekends or £32 on weekdays WITH railcard discount subject to some restrictions. This would be cheaper than Britrail London Plus typically.    As a further example London - Dover is around £21 return with railcard with some restrictions again cheaper than Britrail London Plus.    The Britrail Southwest is more expansive (and expensive). I can buy an 'Advance' ticket from London to Cardiff on Monday morning for £40 (without railcard railcard would be cheaper) which is cheaper than Britrail Southwest which costs £39 per day for 3 consecutive days. For Manchester or York around £55-60 and for Edinburgh £85 although in advance you can get it as low as £56.    In general I would say that you don't need a Britrail pass at all but in some circumstances it could be highly beneficial.    Since the more trips you do the more likely they will cost below the average daily cost of a Britrail it follows that shorter passes aimed at trips you know you need to take where Britrail is known to be cheaper are the most likely usage.    As an example a 2 in 31 flexipass at $170 ($251 in First) to travel say from London to Edinburgh and then from Kyle of Lochalsh back to London a week later will almost certainly be cheaper than buying tickets directly but a 15 day flexipass at $535 is very poor value....    In addition a $133 (or $202 in first class) 2-day consecutive pass would allow you to make any train journey in the UK (excluding private operators) some of which could cost significantly more than $133 so it will sometimes be worth it just for use for ONE journey (not even on two days)    I would note that the first class premium of 50% is one that is not really necessary in the sense that standard class is fine but this premium is 'cheap' in that the standard premium is 100%.    In addition the eligibility rules:    * any nationality including British  * can't buy from the UK online unless you use a VPN  * must not be a UK resident in the last six months. May need some proof of foreign residency.    If you are for example working in the UK for a month and needed to commute to an office the pass could be useful. For example from Reading to London is £24 per day off-peak but very expensive in the morning so an 8 day in 1 month pass costing just over £200 would be a good way to get to your (temporary!) workplace for 9am.    Full prices:    https://i.imgur.com/o058nns.png    Generally I would not bother but if you are planning some very long train journeys it may make sense. ,DunRomeIn,,london
We are staying at Astors Belgravia at 106-112 Ebury St. What is most reasonable way to get from Heathrow to this address. I see Astors Belgravia is near Victoria Station. Is Victoria Station the same as Victoria Coach station at 164 Buckingham Palace Rd. or are there two Victoria Stations (one named Coach and one not). We meet transport to the cruise ship at Victoria Coach Station (164 Buckingham Palace) & can't figure out if that's the same as Victoria Station near our home. Thank you for any help on this. ,jurynaples25,London,"naples, FL"
I will be in London in early May for 6 full days. I have many of the major attractions (Windsor castle Tower of London War room etc.) covered. I have a Sunday and a bank holiday during my trip. Any ideas to skirt the crowds a bit? I love history gardens shopping.I was thinking West End matinee or a Thames cruise. I’m just not sure what will be open those 2 days. I know kids will be out of school. Husband and I are middle aged fit no kids. Thanks for any advice you can give. ,XtremeAce,London,"Louisville, Kentucky"
Are there taxis outside this station. On a Saturday morning how long would you have to wait for a taxi? Thanks ,Virginiaslim100,Birmingham,Warwickshire...
Good morning Glaswegians.    Can someone please tell me if they would recommend a young professional family with a toddler to live in Maryhill?    I'm a Londoner who understands that places will have some nice and sone not so nice bits.    A young newly married couple are relocating and we are helping them out with a deposit on their home.  Their budget is £250K.  Yes I'm googling as well but would love to hear from a local.  Thank you all. ,Mukuma,Glasgow,"Hertford, United..."
We are spending 9 days in London - arriving on the Eurostar then travelling to our accommodation (zone 3) on the first day (this is on a Saturday). Then the next 7 days sightseeing and finally heading home via Heathrow (probably looking at Elizabeth Line for this) on the last day. Looking to use contactless cards for day 1 & 9 and purchase Oyster cards and load them up with a 7 day Travel card for zones 1-3. What I'm looking to confirm is whether I can purchase the 7 day travel card (Oyster) on the day we arrive but for this to start (activate on day 2 - our first full day in London). ie When we purchase this from a machine does it ask us when (date) we would like this to start/activate? ,Craig,London,
Hi guys  We are travelling to Dublin for 4 days with some friends. We bought ticket's to GOT studio but here is the problem. To enter Ireland we need only ID but Belfast belongs to UK and some of us have only ID's. My question is is there a control somewhere? Does anybody else had this problem?    Thx ,Martina,Belfast,"Martin, Slovakia"
I am looking to retire to Alderney when I stop working. Has anyone done this did you successfully relocate any positives or negatives?  I realise it is a quiet place but I will be 70 when I retire and from what I’ve read so far it sounds ideal. ,Caroline W,Alderney,
We are travelling to London June 2023 (couple and 20 yr old daughter). We have family there but no one to actually stay with so we have booked an apartment in Hammersmith near Ravenscourt Park. via booking.com. It's a two bedroom apartment and looks pretty nice. Relatives have said it's too far west and we should have booked Fulham Chelsea Kensington  Greenwich or Paddington but their prices are at least $1000 AUD (GBP 520) more expensive (we are paying $2200 AUD for seven nights in Hammersmith). We can see we are relatively close to Ravenswood Park subway and Goldhawk subway. I have been spending hours trying to find info out and I see a lot of people dissing that area as a place to stay. Any thoughts? We have booked but payment is not due until next June so we can change if we need to. Any other suggestions on areas would be great. We would like to visit central London for usual tourist traps and have nice walkable atmosphere for dinner/drinks etc. TIA. ,Paramau,London,"Perth, Australia"
Does anyone know if there is a bus stop nearby to this hotel please? I'm coming from Glasgow by city link. I've emailed the hotel but they but they don't reply so trying here. ,Glasgowed,,"Glasgow, United..."
We have been in England visiting family in Surrey and had a one-day trip into London planned. This is how it unfolded.    Saturday morning’s sky arrived wrapped in a cloudy duvet and sprinkling rain. It was lovely to hear it on the roof. However it did not last and soon the blue was appearing. We had a quick breakfast my stomach was dreaming of a scone ( poetic license) and then were on our way to the train station destination the Victoria and Albert Museum aka V&A. Tickets purchased and on the platform only to find that the anticipated train was cancelled and we would have a 30 minute wait. Oh well! We were on the sunny side of the platform and it was now a pleasant morning. The train was packed but we held on and several stops later we got off safely “Mind the gap!” 15 minutes later we were on train #2 and on the final stretch. Alighting at Victoria “ Mind the gap!” we made our way outside and walked 35 minutes to the V&A using the GPS on the phone; we made a few wrong interpretations but the scenic walk through Belgravia and Kensington was lovely. I was wishing we had more time to explore but to have a day in London was a gift.    We approached the splendid building taking a few photos once double deckers had moved aside and then once inside decided that refreshments were in order as we planned our visit; a table in the sun bereft of pigeons a glass of wine and the entertainment of children by the lovely pool and a deep sigh of contentment was in order. Aaahhhh! We are here. Our first stop was a a marvellous photography exhibit; it was the works of the five finalists. I would not do justice to it by attempting a description so here is a link for anyone interested:  https://www.vam.ac.uk/exhibitions/prix-pictet-2023-human    We moved on through the Medieval and Renaissance rooms and eventually to that massive sculpture of Samson Slaying a Philistine; violent acts have ever been with us. It was soon time for my awaited scone. I was able to nab a table in the piano room and my sweetheart collected the essentials. As I poured my elderflower tea and smeared my scone first with cream and then jam ( correct way around I think) a young woman sat at the piano playing a beautiful piece. Her companion her dad perhaps was recording this on his phone. He encouraged the people in the room to applaud and after a short break she graced us with another piece. I wondered if these were her own compositions as I did not recognize either; it was a lovely accompaniment to my indulgence.    Our next couple of hours had us gazing at Rodin sculptures Canova’s Three Graces Donatellos and more. The Raphael Cartoons was a delightful room and we learned so much; these 7 large canvases were then repeated on tapestries.    https://www.vam.ac.uk/articles/story-of-the-raphael-cartoons#slideshow=5239394909&slide=0    Then we moved to our final goal the Constables and Turners; among my highlights there was a painting The Cornfield by Peter de Wint. I must look at more of his work. Constable’s oil painting Salisbury Cathedral from the Bishop’s Ground is considered one of the museum’s highlights; it is quite lovely. Our final stop was the gift shop where I purchased some lavender soaps and blank notecards my usual souvenirs.    It was time to head back and we indulged in a black cab trip to Victoria where we reversed the process headed back and as we emerged at our final stop the heavens opened. Our cousin was waiting and we were soon in the car and ten minutes later were “ home” with tales of the day’s adventures. The gaps had been minded ankles were intact. Wine was poured kitchen activities got underway and another day in lovely England was wrapped up with good company delicious food and gratitude for life’s pleasures.    Pirate 🏴‍☠️ ,Pirate 🏴‍☠️,London,"Toronto, Canada"
Looking for a unusal resturant near the theater  not to expencive do not mind good pub just diffrent  old / modern .  10 min walk ok  Thanks ,trap1,London,"Rome, Italy"
Hi  I'm looking for some advice. Myself and my husband are going to London for 2 days in December. We have a hotel booked in Kensington and Westminster (I can cancel one of them) we are flying from Ireland so I want to book flights now.  We can fly into Luton Gatwick or Stansted. Which do you think would be better? Is there one that would be better for transport to our hotel we would be hoping to use the train/metro  Thanks a million ,vwgolf17,London,
Hi! We are travelling to London next weekend to mums and to thirteen year old girls.    We are looking for recommandation for a good sushi restaurant a cosy pizza restaurant with authenthic italian pizza and best burgers in town (the girls like classic burgers with cheddar). We live near Holldand Park but we will also eat some meals in mid town.    Kind regards Kjersti ,kjeeri,London,"Borgen, Norway"
We are spending 5 days in Jersey in late November with our New Zealand based son and his wife.  We are staying in St. Helier.  We happen to know that he just loves a good carvery meal - is there any restaurant offering that on the island especially for Sunday lunch?  I've research this forum and have identified a number of recommended places to eat at a reasonable price but on-one mentions a carvery meal.  For a good Sunday lunch I've noted The Langtry and the Goose on the Green.  We will be using buses to get around the island.  I'll be grateful for any advice. ,Chris H,Jersey,"Bristol, United..."
Hi!  We recently moved to Harrogate and are looking for last minute easy getaway ideas to explore. My kids are 7 and 1.5. We enjoy walking and sightseeing as a family and of course eating out. Was thinking of using public transport to York (2 nights) and then heading to Scarborough(2-3 nights) with a visit to Robin Hoods Bay and/or Whitby. Before heading back to Harrogate.  Does that sound reasonable? Hotel restaurant and any other recommendations are appreciated! ,LeryPR,North Yorkshire,Catonsville...
I just reserved car hire with Avis and the confirmation email mentions  Heathrow T5 - Holiday Inn London Heathrow Bath Road. A quick search on this topic and it's not clear whether Avis is no longer right at T5 in the connecting parking lot or at a Holiday Inn off site? I have loved their T5 location on previous trips and it's the main driver for rebooking on Avis. Confused here and would be grateful for clarification. Thank you ,kellye412,London,Virginia
Hi all    Next year we have a long weekend booked our flight leaves LHR at 7.10am (yawn!). As such we’re looking at a hotel to stay in overnight with onsite parking and airport transfers included if needed.    Can anyone suggest any good hotels that fit my criteria please? ,PipT,,
we have a family trip planned to visit penzance in May 2024. We are a group of 6 adults and 2 children ages 1 and 4. We are flying from Chicago and arrive at 10 pm the day of the flight. The plan is to spend the night and take train the next morning. My question is would it be best to take train from Paddington or Reading to Penzance. On the return 4 adults and the 2 children are flying home but 2 adults are spending a few days in Oxford before flying home. Would it be feasible to go to Reading from Heathrow and spend night then go to Penzance and do the reverse on the way back for the 6 passengers going home early??? Thank you. ,jenanmc,England,"Saint Elmo, Illinois"
Hi all. There is a hotel almost opposite the railway station in Bath. Could someone please tell me what its name is please. ,RosEngland,Bath,"Hampshire, United..."
