text,username,city_request,city_provenance
Hi All    Looking at booking a few days at the Feather Factory Hotel near 33 Street/Rawson Street.    Google suggests that we get the AirTrain JFK Red towards To Jamaica Station from Terminal 4. Then walk to Sutphin Blvd - Archer Av station and get the E train (towards World Trade centre) to Jackson Heights then change to 7 train to 33 Street/Rawson Street.    All sounds easy but how simple is it to get between stations and is it easily signposted given that we arent locals.    Or am I just better looking at a cab/transfer. We will be using the subway quite a bit anyway as we are staying for 5 days so was thinking of getting a payment card or similar.    Many thanks  Martin ,Martin M,New York City,"Bridgend, United..."
Hi all    I will be in NYC during thanksgiving this year and first I would like suggestions to where to eat on Thanksgiving.    Secondly I am planning to go shopping at Woodbury commons to get blackfriday’s discounts. What do you is the best date?    Thanks ,LuizHTC,New York City,"Uberaba, MG"
My 8th-grade daughter and I are returning to NYC in a few weeks after a 3-year hiatus (we spent a long weekend there every fall from 1st-5th grade). We have/had a tradition of having afternoon tea each visit at a different place. We've been to BG The Russian Tea Room the Met the Whitby Hotel and the Plaza. I'm not sure if it's just post-COVID or I'm missing something but all but one of those locations had a gluten-free afternoon tea option. Now I'm only seeing one at The Russian Tea Room. I've looked at other places that were on our tea list and I'm seeing zero GF menus. Does anyone have a bead on a place that might have a GF afternoon tea service option (and not just a regular menu with GF options like salad)? ,EHScott,New York City,Catonsville...
We are 3 adults vising Manhattan in couple of weeks arriving JFK on a Saturday and staying near Bryant park. We all have our carryon backpacks and one big bag checked in bag between 3 of us.    How easy/hard it will be take air tran/Subway from JFK to Bryant Park station? We will be landing around 1 pm.  Any tips/suggestions appreciated. ,drSAG,,"Columbus, Ohio"
How safe is the area around Amsterdam Avenue in Washington Heights; Fort Tryon Park? Yankee Stadium area? ,tickettoride,New York City,"Buffalo, New York"
I don't know where the time has gone but we just realized it has been almost 10 years since our last visit to Saratoga for the races. This time we're staying at the Courtyard using Marriott points and of course plan to spend our days at the track.    But we're looking for some restaurant suggestions for Sunday and Monday nights. Maybe your favorite casual place and upscale place? Also some place to have drinks would be great too. We like all types of food and while we don't like to overspend we don't mind a pricey meal (let's say $150 for two) when it demonstrates great quality and innovation. But hey we also love a good burger joint :-)    FYI. The last time we were there dining at a lovely place the chef literally quit halfway through the meal. We enjoyed our apps but never got to finish. We ended up getting pizza across the street. Too funny.    Thanks in advance for your help! ,jtwiz,Saratoga Springs,"Pt. Pleasant, NJ"
Hi  Coming over soon from the UK and was wondering should I buy a sim card before I travel (Tmobile about £40 for 15 days with 5GB) or wait until we are in NYC and buy from an AT&T or Verizon store?    Would the latter option be cheaper & easier? My only concern would be having to wait a day for activation like I have to if I buy in UK first.    We will be in the US for 15 days and mainly want it for google maps looking at reviews subway apps FB things like that.    Many Thanks ,grinch99,New York City,"Mold, United Kingdom"
Does anyone have suggestions for walking tours either historical or architectural of parts of New York City? We are two seniors who enjoy walking and who know New York City pretty well. So something off the beaten track would be best. We are also interested in art so a tour of some of the smaller galleries could be interesting also. We will be in the city in late September.    Thanks  Jan ,Jan S,New York City,San Francisco...
My friend & I are going to be attending this year's U.S. Open on September 1st & 2nd.    Originally my thought was to park my car in some lot in Brooklyn where we're staying for the entirety of when we're there. That's still a viable option.    But I got to thinking that we could drive from our accommodations to the tennis facility. The U.S. Open site says that parking would be $40 there. That's a non-starter (too expensive) so I wanted to check in with locals about whether there might be less expensive options available within 10 blocks?    Robert ,Robert Werner,Queens,
Hello    My friends and I just booked a Saturday at the spa on Governor's island for my friends 40th bday. The admission includes the ferry ride and provides 3 options. We are coming from Jersey and trying to decide which makes the most sense.    Option 1 - South Street    Option 2 - Pier 6 Brooklyn Bridge Park    Option 3 - Red Hook/Atlantic Basin    We thought only option 1 existed and were planning to drive to the Staten Island ferry parking there and taking the two ferries to get to Governor's Island. If there is a more direct ride from Brooklyn that was quicker and easier we would consider it. Are there parking lots/garages available by either of the Brooklyn terminals within walking distance?    The drive to all terminals from my home is about an 45 minutes so that is not a factor.    Any advice is appreciated. TY! ,Christina M,New York City,
Looking at forecasts it looks like the majority of my stay will be cloudy rainy with a few thunderstorms when I go.  Sheit. There goes the observation decks and napping at CP! Was really looking forward to those. I can't cancel the travel either as non-refundable.  I'm trying to put together a 'backup' itinerary of what to do on rainy days at NY. Can I get recommendations please of free/budget friendly things to do on rainy days?  Thank you. ,carljohnson,New York City,"Kent, England"
Where to go for a special lunch on Christmas Day in New York? ,Sarah A,New York City,"Guernsey, United..."
Hi Can anyone advise on how to proceed from landing at JFK Intl airport at 1830 to Penn State University... Immegration time which exit to use at airport and which Subway from where to take to go to bus authority. From where to take the bus to Penn State University. Thks ,leena,New York City,India
We are staying for 7 nights in September. I have narrowed accommodation down to four.  Margaritaville M Social Radio City Apartments and Renaissance New York Times Square.  Need help narrowing down my options for the best location. We will be doing all the usual tourist stuff  Thanks . ,LeeTauranga,New York City,"Tauranga, New..."
We are looking to vacation here next summer with our adult children and grandchild. I found some great houses in Lakewood right on the lake. We are looking to kayak paddle board rent a boat and just enjoy all things a lake offers. I keep hearing about Bemus Point and the Chautauqua Institute. Am I too far from them? Does it really matter would I be better off being closer to them? Also is the area bike friendly? ,dmjzsb,Chautauqua County,"Hamburg, New York"
How far too downtown and roughly how much for a ride share.  Thanks ,27travel,Buffalo,Paso Robles...
Are electric scooters able to go everywhere inside the New York State Fair or are there buildings you cannot ride your scooter inside of? ,Tiffany L,,"Oswego, New York"
It's hot...it's August...it's NYC! Some exciting things to do/see/experience.    (Events thread originally started back in the day by ztaks!)    (None of the vids in this thread I post are mine.)    **********    The United States Open tennis championship starts on August 28 2023.    See some of the best players from around the world compete in this Grand Slam. The tournament has been around since the late 1800's!    It's very easy to get to the stadium. No need to stay in Queens unless you want to. You can pretty much stay anywhere in the city and get to Flushing(Queens)easily.    https://www.usopen.org/en_US/about/eventschedule.html    ^  Schedule in link.    https://www.usopen.org/en_US/tickets/individual_tickets.html    ^  Link for tickets. ,ter1413 🇺🇲,New York City,"Brooklyn, New York"
Hi looking at travelling to NY in October this year with husband and two teenagers 13 & 17 (boy & girl). To cut a long story short we were supposed to come in 2020 but covid struck and as they were smaller in age and size then it wasn't so much of an issue to share a bed then. However now they're more grown up they won't share a bed. As most rooms in hotels are two queen beds has anyone had a similar issue or has any advice for us please. ,planebloke,New York City,Worcestershire...
Would love any suggestion of restaurants in Manhattan (any price point) that has a view of liberty island. ,Sleepingfor5,New York City,"Brisbane, Australia"
When should I start leaving from Union Square? I am planning to take taxi but will traffic be really be bad on a Tuesday and I should take the subway instead? ,YoloTripper,New York City,"New York City, New..."
We arrive on the 5th and wondered if any holiday decorations will still be up (Rockefeller tree for example). I know this gets asked every year but I never had occasion to file that info away in my brain.  Also we are coming into see Spamalot and have a suite at the Wallace booked and one at the Broadway Plaza hotel. As much as I love the UWS and really want to stay at the Wallace I am thinking that the BP might be more convenient to the show and it could be fun to explore somewhere different. I'm still torn though and welcome any votes. My family is no help as they don't really care and cheaper (Broadway Plaza) is pretty much all they are considering when comparing.  Finally is the Museum of Mathematics mostly geared at younger kids? I had it on my list of places to go but never really stopped and looked at their website before. It looks like it might be geared towards kiddos but curious if I have that right.  Thanks for chiming in on any part of that! ,wren341,New York City,
We will be a family of 4 kids age 3 and 6. Which is the better option? The locations both look good. ,Michelle C,Montauk,"Brooklyn, New York"
We are staying in Montauk next month for three nights and then returning to Massachusetts. Seven years ago I was driving to Hauppauge every week and took the ferry to and from New London many times and loved it but now we have a small dog. I see that dogs are allowed on at least some of the boats but are restricted as to where they can go on board. When I was working in Hauppauge I was not a dog owner and never noticed if there were dogs on the ferries. Does anyone have any specific knowledge of this? Do I need to call the ferry to make sure I am booking a boat that allows dogs? Would we have to sit on deck or in our car? ,OriginalThomas144,Long Island,Winchester...
Hi All does anyone know what is the minimum bets in Seneca Casino in Blackjack tables?    Do they use a Continuous Shuffle Machine at the Blackjack Tables?    Thanks ,Jason_M_Ontario,Niagara Falls,"Mississauga, Canada"
What’s the best way to get from JFK to Time Square. 1st time to NYC ,HodgyTraveler,New York City,"Saskatoon, Canada"
I know that Ter1413 has been posting event guides but the TA search function didn’t turn up one for August 2023 only the June and July 2023 threads. So I’m posting this link here. This is a NY Times article about gallery shows during this month August 2023. I’ve gifted the article so everyone can read it.  https://www.nytimes.com/2023/08/03/arts/design/what-to-see-nyc-galleries-august.html?unlocked_article_code=TFdn8wAKoO0B1Supej1zwl0Wy3zXpQVMfbr6O0X86Y9MFFx87dJHtGJnsfheO7khPYr1KETGsRdsJF0gBseoYF1ygIbAoNkCaWc5qtzVPSJ1GcZZiFMPs9PyaJaqusVa1Q8p5-cYNtKZDfKvFgWZOvH6lSlJRHIJresBlrvnLZoYC_WmccbHNWxtGkWZorKpb2AhCzG9MZOqqN7oqUzRbhxjSJwrnWWjC_YcMqUiRyj5Yvz0aTCfJlMCV8JTZSAMBlSRCCBRrVYihKLXmf5SfQ4SLo2h88gCx4vHI8CsDYEUZZhwF7o8pBqM1rW0SoachT0gqr_oyEyE6rJRZYdgDMntw3gFzJ-pdrK5ZXOC&smid=url-share  Ter if there is a thread for August 2023 events please send a link and I’ll re-post there. ,Marty S,New York City,"Oceanside, New York"
This will be our first trip to NY and we will be travelling in a group of 3 with 3 large / mid sized luggages. Our flight arrives at JFK at 10.30pm.  I hope I can get some advice on my transport options to my hotel in Chinatown    1. Taxi - will it be able to accomodate our luggage?    2. Uber - are UberXL or Uber SUV easily available in JFK?    3. Airtrain & subway - will it be safe taking the subway and walking to my hotel past midnight? (google says its a 5min walk)    Thank you in advance ,Yiimii,New York City,Kuala Lumpur
Hoping to stay in the area for 3-4 nights the last week in October.    We enjoy strolling around local shops and restaurants and nature. Hoping to visit Storm King and the walkway over the Hudson.    Would be grateful for recommendations for a base spot and also whether there are any spots that might have charming fall foliage still.    We will have a car.    Thank you ,Tina B,Hudson River Valley,"Nottingham, United..."
Hi do these hotels charge resort fees? Or any other fees apart from the nightly rate?    M Social Hotel Times Square  Hotel Beacon    Thanks in advance - I would like to avoid a nasty surprise when it is time to pay. And from the research I did apparently resort fees are not obligatory by law to pay but an added fee that some hotels choose to charge their guests. ,Olivia B,New York City,Island of Malta...
We are hoping to spend Christmas in NYC and wondered if anyone had any recommendations for dinner for Christmas Day with a 2 and 8 year old? It doesn’t have to be traditional. Thanks ,Laura W,New York City,
Hello  we are heading NYC in October and would like to visit some musical. Because we are not native speakers and our ability to understand all words is limited our preference is good music / melodies before the complicated spoken text. During our previous visits we saw Hair Jersey Boys and Lion King. Especially something like Jersey Boys would be good option.  Do you have any ideas for us ?    Thank you ,vopetr,New York City,"Prague, Czech..."
Staying at Hotel Beacon next month and wondering if I need to take a travel adapter for USB charging. Do hotel rooms now have USB room sockets as standard? If not are wall sockets generally 2 or 3 pin in older hotels? Wondered if anyone had stayed at Hotel Beacon and knows whilst I wait for reply from hotel. Many thanks. ,finikity19,New York City,"Umberleigh, United..."
We are planning a road trip in mid September. We will be pulling our camper and will have a camp site near Niagara Falls NY. Since we are driving from Wisconsin we’d like to spend 4 or 5 days in the area. Most of the itineraries I am seeing are just a day or two. We plan to walk across the rainbow bridge but do not want to pull our camper and camp on the Canadian side. Will we be bored after a couple days or are there some things to do that I haven’t considered. We like to hike bike and kayak. We also enjoy some history. Visiting wineries and breweries are fine too. We’d be open to a day trip if the drive was under 2 hours. Any suggestions would be great! ,tamarahfleres,Niagara Falls,"Madison, Wisconsin"
Visiting this Saturday & weather forecast shows 70% chance of rain ..  Does Cave of the wind & maid of the mist - remain open or operate in rain ? Whats the best time for mofm - morning or evening?    Any suggestion- what are the things that can be done during the rain ?    will be departing on sunday morning.. thinking of getting the helicopter ride ..Is it worth it ? Anyone have experience for that ..    Thanks.. ,Mou2sweet,Niagara Falls,"Mumbai, India"
Hi I’m hiring a car at JFK for a round trip including Long Island Connecticut and Massachusetts. I’ve had this message from the hire car company. Could someone please explain what it means and what my options are? Do I need to get Platepass or can I do it another cheaper way? Thanks in advance.    “Dollar offer the PlatePass electronic toll payment system to provide customers the convenience ofusing electronic toll laneswithout incurring any toll road fines or penalties. Customers can opt into the PlatePass service at the start ofthe rental when returning the vehicle or by opening the transponder shield box.To use PlatePass on these toll roads customers are required to purchase the PlatePass product for the entireduration of the rental. The daily charge ranges from 8.99 USD to 21.49 USD per day payable locally.Customers who decline PlatePass but still use cashless toll roads will be charged for all tolls incurred inaddition to a 15 USD administrative fee for each toll incurred (subject to a 90 USD cap)” ,slim_nano,Long Island,"West Kirby, United..."
Hello all been a long while since I have been here (this forum and your wonderful city) and have mostly planned my 5 day solo trip 8/12-8/16. The trip is meant to be a soul search/escape full of trying new things/foods/experiences. Staying at The Flat NYC private room/shared bath decided to go budget accommodations to increase food/drinks budget. Thank you in advanced for any advice or help offered it is greatly appreciated and sorry for bad formatting or any mistakes - I’m on mobile as the laptop took a drink today.    Saturday:  - Flight lands at 7 am will likely grab a coffee and snack at the airport and leisurely head into Manhattan near hotel (24th at between 5th and 6th for those unaware) via AirTraun and subway. Check bags with hotel.  - go to Strand bookstore and get an old school real life book for the stay  - go to one of the three legal cannabis dispensaries. I’ve researched the three and will likely try them all but any advice here (if allowed of course) appreciated.  - Find nearby coffee or bagel or pastry shop and chill out to read for a bit. Recommendations nearby appreciated  - likely time to kill here check in not until 3 or 4 pm thinking grand central or library or something along those lines. Also a store for basic toiletries or anything else I may use in hotel.  - check in and get ready for dinner - thinking Mistah Oh - and Hamilton at 8pm!  - pizza or something cheap and maybe drinks after. Any local dive bars in the hotel area? Depends on tiredness at that point.    Sunday: this will be a very heavy emotional day I understand.  - Wake up around 7 coffee and breakfast somewhere new and nearby. Would love to maybe try some tea or coffee alternative  - get to 9/11 museum for open at 9 and spend as much time as needed likely until around 12-1  - reflect and lunch in a quiet place if possible maybe grab something quick and find a bench  - museum of Jewish heritage IF emotionally possible if not reevaluate.  - dinner and very mellow night after this most likely maybe a late night observation deck will be slower late night Sunday not sure.    Monday:  - same morning routine start around 7 find a new local place for a morning pick me up/snack  - trek to fort Tyron park and walk the park before met cloisters opens at 10 giving at least 2 hours here  - lunch in that area good Dominican food or similar perhaps? Haven’t done much research here.  - ferry from midtown -> battery park -> Staten Island then back to lower Manhattan on SI ferry.  - depending on time either do some lower Manhattan sights (I like historical sights) Fraunces Tavern looks interesting or go back up to hotel and get ready  - want to spend the evening “out” no limitations here really looking into DUMBO the Village etc want to pick an area and hangout for the night.    Tuesday:  - usual morning around 7am new place of course  - head to the high line and walk north to Hudson yards  - do Edge observatory  - pretty open after this as well was thinking of Tenement Museum and/or walking tour but I know the weather will likely be hot and humid. Might do AMNH and some Central Park here instead  - lunch and explore either lower Manhattan area maybe Chinatown if I do tenement museum or UWS or nearby if I do the latter.  - probably hotel to get ready and want to walk Brooklyn Bridge after dark. Probably do a dinner/drinks I have a sight in mind I have to go back to previous trip but I believe the something Fruit Promenade with awesome view and very cool townhomes nearby. Need to find  - after walking Brooklyn -> Manhattan over bridge likely call it a night    Wednesday: departure day. Need some advice here.    - flight leaves at 8pm I plan on shipping my luggage and just keep my small backpack with me for the day. Is this idea crazy?! Price will be comparable to checking the bag and I bought a ticket with no carry on (only personal item) allowed for the flight home. Since an 8pm flight makes me leave Manhattan in the middle of rush hour I had the idea of exploring much closer to JFK where perhaps there will be less rush hour impact. The kings manor museum was my first search for this but it is closed Wednesday. Any other ideas for something similar? Or should I not worry and plan another day in Manhattan until 5pm?  - checking out around 11 was going to possibly squeeze in the Met/AMNH or go off some of your advice here on departure day with regards to going closer to JFK.    Thank you if you made it this far please let me know if I have too much or not enough anywhere. Any food recs in the mentioned areas greatly appreciated I want to try everything and am not picky budget typically around 100 per day for food average but am certainly ready to go much higher than that. Also glad to see many familiar names here from my previous adventure. You all are awesome!    Cheers ,Dave W,New York City,"Buffalo, New York"
Would welcome any suggestions on our current plans:  Day 1 - arrive in the evening (hotel near penn st) late night outdoor cinema.  Day 2 - big bus down to WTC followed by WTC tour and museum. Late afternoon will be open for shopping around WTC and then late night trip up the Empire State Building.  Day 3 - Rise NY followed by the Ride in the morning. Afternoon - explore Times Square. No plans for the evening as of yet  Day 4 - TOTR followed by a 1 hour pedicab around Central Park and exploring the park on our own. Afternoon is a theatre show - MJ the musical. It’s my bday that day so would like to find a nice restaurant for the evening. A couple of people suggested buddakan?  Day 5 - the edge in the morning followed by a 90min circle line cruise. Last minute shopping before heading back to the airport at 4ish ,jaaackie1000,New York City,
Hello!    I'm taking my 81-year old mother to a concert at Madison Square Garden this Fall. We are both taking Amtrak from our respective home towns and meeting at Penn Station. She is in great shape but obviously we'd rather stay as close to Penn and MSG as we can. We don't plan to do a lot of walking around and sightseeing. The purpose of the trip is the concert and then we will head back home the next day.    I have enough hotel points to stay at eithe the Hampton Inn Madison Square Garden Area or the Fairfield Inn Penn Station. The Fairfield Inn is significantly less points. Both get good ratings but the most recent reviews for the Fairfield Inn are concerning. I realize for every bad review there are probably double the number of good reviews.    We plan to check in drop our bags and head to dinner and then to the concert. The next morning we will probably grab breakfast somewhere and then go to Penn Station to head home.    Any preference as to either of these hotels?    Thank you all in advance for your feedback. ,BeachTravel1219,New York City,
We're driving from Niagara Falls to Canandaigua in a rental car. Google shows fastest route (by a half hour only) has tolls. I don't mind a more scenic route but will it just be slower and not scenic? Last rental wanted quite a bit for toll access. Any advice on this. Very hard to get a live person to ask on the phone! ,chewpei,Finger Lakes,"Downers Grove, IL"
We are planning a weekend trip in mid-Oct. with our adult kids and their spouses. We hope to go to the Corning Museum Watkins Glen Park wineries/breweries restaurants and any other suggestions people offer. It seems that people suggest not staying in Watkins Glen. We are looking at Airbnb and would like a convenient location. Would Corning be a good location for our base? I am afraid Ithaca would be hectic with college students.    Thanks for the help! ,udpt82,Finger Lakes,New York
7/15/23 (Day 1)    Flew from Los Angeles to JFK arriving roughly on time at 7:55pm. This was my 2nd visit to NYC (first back in 2005) and 1st visit for my wife. We’re both active seniors in our mid-60s.  Using advice from T/A got in the proper taxi line to get fixed rate to Manhattan- no issues. $100 with fee/tolls/tip.    Arrived about 9:30pm to check-in to the RIU Plaza Manhattan Times Square. Hotel was very nice with easy check-in. Informed that not very many restaurants were still open so opted to eat/drink right across the street at Long Acre Tavern. Food/drinks/service very good.    7/16/23 (Day 2)    Purposely planned for late start due to time difference. Had 1:00pm tickets for Taylor Swift Exhibit at Museum of Arts & Design and got a bit rained on in the walk to the museum. Exhibit was for me just OK but wife enjoyed it more. It was pretty cool that they kept showing Taylor’s videos on screen where she is wearing many of the outfits on display. The rest of the museum was only somewhat interesting. We did do a light lunch at Robert’s restaurant above the museum that had very nice views of Columbus Circle and some of Central Park. Food/service was excellent.    3:00 went on the Iconic Views of Central Park Tour with a Central Park Conservatory guide. I can’t say it was too exciting Geared towards a lot of the trees birds etc.  Headed to Pier 83 for the Circle Line Harbor Lights Cruise and stopped on the way there at Gotham West Market and had some really good white pizza (our favorite kind).    7:00pm- Very informational Circle Line Harbor Lights Cruise seeing many of the sights around Manhattan and getting fairly close to Statue of Liberty. Highly recommended. The tour person was somewhat of a comedienne but not always very funny. At this time of year we really didn’t get to see much of Manhattan lit up in the dark. Tour ended at 9:00pm. Walked back to hotel.    7/17/23 (Day 3)    Did the 6-hr NYC Bus and Boat Tour (9:30am-3:30pm) and thought this was the highlight of the trip because it covered so many of our must see sites such as Times Square start of Brooklyn Bridge 911 Memorial and the World Trade Center area Grand Central Terminal as well as taking the Staten Island Ferry past the Statue of Liberty. Very informative guides and ensured that you had several restroom breaks and a lunch break!    Walked to Rockefeller Center thinking we would book tickets for Top of the Rock for the next day but since there was absolutely no line we decided to go right up. It was a bit hazy but the view was still good. I’d have to say that since I went to the top of the Empire State Building on my first trip to NYC that this was not as impressive as that was. There’s so many taller buildings now that you just don’t get the feeling you’re looking down at everything else.    Ate outside that night at McCarthy’s Bar just a block over from the hotel and the service was amazing and I had the most lean corned beef sandwich that I think I’ve ever had! We ate here a few times on our trip and the people were amazing and the prices were very reasonable.    7/18/23 (Day 4)    Very rainy in the morning so we stayed in the room until a late brunch at about 1:30pm across the street at Long Acre Tavern. While we ate there was some excitement about what was going on at the new hotel next door and the secret word was a pop-up concert by Post Malone to christen the new hotel’s balcony stage overlooking Times Square and the release of his new album “Austin” (his real name is Austin Richard Post). We were told it was supposed to start at 3:00pm so we went out there at about 2:45pm but it wasn’t until about 5:45pm that he actually came out and performed. We were right there front row on 7th Ave. and 47th St. behind the police barricade to see it all. He was really awesome and seems like such a humble guy and was thrilled to be the very first to play at this new Times Square venue. He played about 5-6 songs. We were really starting to sweat out the delay as to when when he’d start playing because we had 7:00pm tickets for Funny Girl.    7:00pm- in my humble opinion Lea Michelle totally owned Funny Girl! Her vocals were absolutely incredible and I was surprised at how good her comedic talent was. I thought that if she wasn’t on stage or singing that the show was a bit boring. She’s truly phenomenal!    7/19/23 (Day 5)    In the morning we Uber’d to DUMBO and ate at the Time Out Market. We had excellent ramen at Mr Taka Ramen.    From DUMBO walked across the Brooklyn Bridge into Manhattan. Visited the Oculus and also walked again around the 911 Memorial. We had dinner plans later that evening with my nephew who lives in NYC so to kill time went to the Loopy Doopy Rooftop Bar. We left very quickly because it was very small and extremely noisy and crowded. So walked around Rockefeller Park on the Hudson River which was very nice and peaceful.    We met my nephew and his daughter at PJ Clarke’s on the Hudson for dinner. Dinner was very good but there were some serious issues with the bill. The bill seemed high so I looked it over carefully and some items seemed to have been charged twice. It ended up being about a $120 overcharge on about a $200 bill. They did fix it but the explanation really didn’t make sense. Uber’d back to hotel.    7/20/23 (Day 6)    Walked from the hotel to the northern start of the High Line (some of it was being refurbished so didn’t get on until 30th Street). Overall I thought the High Line a bit disappointing. It was beautifully landscaped but very crowded even on a weekday and I thought there would be much better views especially of the Hudson River which was rarely seen.    We stopped during the High Line to have lunch at Chelsea Market. Very cool place but also very crowded for a weekday. Seating was very limited. We ate at the Lobster Place and had a Lobster Roll and a Salmon Bowl and the Salmon took forever! Based on what we saw others eating we should have ordered the Lobster Bake.    After getting off the High Line we walked around Greenwich Village in the parts that were advised by TA but we were surprised at all of the scaffolding everywhere!    That night we had dinner at Gayle’s Broadway Rose (in Friedman’s Edison Hotel). The food and service were good and the singers were pretty awesome singing Broadway hits but the venue left a lot to be desired. It was kind of dark and there were these huge posts that made it difficult to see who was singing.    7/21/23 (Day 7)    Arranged with the hotel to have a driver pick us up to return to JFK. When making arrangements the price was $90 including tolls. Halfway to the airport the driver tried to tell us it was $90 plus $20 dollars for tolls. We told her we had paperwork that said otherwise and she let it go. She did stop for gas on the way to the airport which we thought pretty unprofessional. Don’t know the name of the service since it was arranged by the RIU Hotel.    Got to JFK in plenty of time and flight back to LAX was uneventful.    Overall we both thoroughly enjoyed our week in NYC and never felt unsafe even when walking at night. We did  however avoid the train and mostly walked with a few Uber rides. ,JimmyMac,New York City,Long Beach...
Hello    Travelling to New York in Nocember for 4 days and looking at city passes. Any of them more recommended than others? I reckon we are probably looking at doing 5 or 6 of the attractions commonly listed so any advice on what is easiest to use or comes with the best perks appreciated! ,ceejezoid,New York City,"Aberdeen, United..."
Greetings:    Concierge at William Vale suggested taxi during a non prime time hour (Sunday either 12:30 or 2:30PM) will run between $100 - $150.    That can’t be right can it?    If so and if I fly into JFK I will take a combo AirTrain/LIRR to Flatbush/taxi instead. ,El Chevere,New York City,"Miami, Florida"
We are a 70-ish couple coming from Erie. We are dealing with Alzheimer's so we like to keep life simple. Thinking it might be a real treat to enjoy the falls and fireworks from the quiet of a hotel room. Our anniversary is Friday Aug 11.  Recommendations for maybe a moderately priced hotel? We can splurge a little for one night or go a bit less for 2. ,Pam F,Niagara Falls,"Blue Ridge, Georgia"
We want to elope to New York and get married in city clerks office…some advice please on where best to stay. Any really special restaurant with lively vibes we could book? And good nightlife spots? Any suggestions would be greatly appreciated ,Debra O Connor,New York City,Newcastle West...
We like to pick up a Christmas ornament from each vacation we go on. Are there any Christmas stores you can recommend? I know the tourist stores probably carry them but would rather get something nicer. ,Craigsjourney,New York City,"Seattle, Washington"
Hi in mid-August my parents my 9-yr-old sister and I are going to NYC. We’re planning to walk around Central Park for maybe 2 hours to enjoy the sights of the park and enjoy the nature overall. I’ve heard that Central Park has multiple entrances and I was wondering whether there’s an entrance that closer to a group of sights or something? And if anyone has any suggestions for things we should check out in the park that would be great. Thanks in advance! ,ViviViviZ,New York City,Richmond Hill...
Recommendations? ,Maysmosaics,New York City,Mount Vernon...
I need some advice please:  We’ll be in NYC in Aug 2023 landing on a Saturday leaving on Thurs early morning so around 5 days. This is the itinerary we’ve come up with so wanted advice if this works if theres anything we should move around if 2 attractions are close by and also the best sightseeing pass to get which covers them:    Sunday am - a Big Bus tour (optional)  PM - Grand Central Station / Central Park walk  Evening - Drink/Eat prob Dizzy’s    Mon am - Statue of Lib - want to get the free ferry  Hudsons yard for lunch  PM - ground zero - 911 mem  Walk Brooklyn bridge  Eve - visit Joes Pizza and go to the Edge at night    Tues is a shopping day :-)    Wed AM - EMp states and Rockefeller Centre  PM - Prob chill in Central Park but happy to see something else  Eve - Broadway show    Thanks ,G Singh,New York City,West Midlands...
Hi I am interested in flying to Buffalo. We would want to see USA and Canada side of Niagara Falls  Letchworth Sate Park Watkins Glen State Park and Taughannock Falls State Park. We could travel last week of Sept and or first week of October.  We are interested in hiking cute towns fall foliage if available and whatever else you consider must see. We would be flying from CA and renting a car. Would like advice on how long and best way to see both sides of Niagara and Probably just need one day for each state park. I need an idea on how long this itinerary would take so I can book a flight. ,lizwood71,Buffalo,Elk Grove...
Hi I'm going with my parents and 9-year-old sister to NYC in mid-August and we want to visit the New York Public Library. I'm wondering how long we should spend there? ,ViviViviZ,New York City,Richmond Hill...
Hi flying from CA to Buffalo and want to see USA and Canada side of Niagara falls and Niagara on the Lake . Would you suggest 1 night on usa side and 2 in Canada? Thanks ,lizwood71,Niagara Falls,Elk Grove...
Can anyone recommend a website to purchase sightseeing tickets E.g OWOSOL ESB etc ,Janice J,New York City,"Southampton, United..."
We land next weekend at 6pm I'd guess it would be 715pm before we get our bags get to the hotel and check in. We'd probably want to ensure we're back at the hotel by 11pm and it's possible we'll be wiped out and want to be back at 10pm. Any initial thoughts of how to maximize our time? ,Bacardi151,New York City,United States
We are coming to Brooklyn for a concert at Baby's All Right on Tuesday night. Flying in on Saturday and out on Thursday. Me my husband and two teens. Not sure where to stay and if we should split the trip into two hotels. Me and one teen will be attending the concert and not sure if we should get a hotel in Brooklyn close to the venue the last two nights. We want to see the 911 Memorial Times Square Chelsea market Roosevelt Tram SoL Central Park Museum of Natural Science etc. What part of town should we stay and would you split into two hotel stays? ,Heather H,New York City,
We’ll be staying at Scribners Aug 18-21 we have a 3year old with us would love to get some recommendations of things to do/ easy hikes as well as places to eat in the area ,Traveler_1,Catskill Region,
This post has been removed at the author's request. ,blumebwaybaby,Syracuse,"Syracuse, New York"
Hi around mid-August my parents my 9-year-old sister and I are going to NYC. Below is our itinerary. Any feedback/comments/constructive criticism is appreciated.    Day 1:  Arrival    Day 2:  9:00 am - 10:00 am: Manhattan Harbor/Statue of Liberty  10:30 am - 11:30 am: Empire State Building  11:30 am - 1:00 pm: Lunch  1:30 pm - 3:00 pm: Madame Tussauds New York    Day 3:  9:00 am - 11:00 am: New York Public Library  11:00 am - 1:00 pm: Lunch  1:15 pm - 3:00 pm: American Museum of Natural History  3:30 pm - 5:00 pm: Harry Potter New York    Day 4:  9:00 am - 11:00 am: The Metropolitan Museum of Art  11:30 am - 1:00 pm: Lunch  1:30 pm - 4:00 pm: Central Park    Day 5:  9:00 am - 9:30 am: National 9/11 Memorial Museum  10:00 am: Departure    Again feedback comments and constructive criticism is greatly appreciated! Thanks in advance! ,ViviViviZ,New York City,Richmond Hill...
